"Accession_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"994"	"FJ615156"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured actinobacterium"	NA
"995"	"EU801399"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"996"	"EU801654"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"997"	"EU801674"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"uncultured"	"uncultured bacterium"
"998"	"EU801907"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Chesapeake-Delaware Bay"	"uncultured bacterium"	NA
"999"	"EU801928"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"1000"	"EU801955"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1001"	"EU801992"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1002"	"EU802120"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Variovorax"	"uncultured bacterium"
"1003"	"EU802232"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Comamonadaceae"	"Acidovorax"	"uncultured bacterium"
"1004"	"EU802319"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1005"	"EU802338"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1006"	"EU802378"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1007"	"EU802386"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1008"	"EU802393"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"1009"	"EU802397"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1010"	"EU802401"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1011"	"EU802404"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1012"	"EU802411"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1013"	"EU802424"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1014"	"EU802437"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1015"	"EU802471"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1016"	"FJ644605"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"uncultured"	"uncultured bacterium"
"1017"	"FJ644612"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sagittula"	"uncultured bacterium"
"1018"	"EU802511"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1019"	"EU802515"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1020"	"EU802523"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1021"	"EU802552"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1022"	"EU802571"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1023"	"EU802603"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1024"	"EU802606"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured bacterium"	NA
"1025"	"EU802644"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1026"	"EU802653"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1027"	"EU802678"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1028"	"EU802700"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1029"	"EU802707"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1030"	"EU802713"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1031"	"EU802718"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured bacterium"
"1032"	"EU802733"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1033"	"EU802745"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1034"	"EU802763"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1035"	"EU802782"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured bacterium"
"1036"	"EU802783"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1037"	"EU802794"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1038"	"EU802816"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1039"	"EU802821"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1040"	"EU802823"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1041"	"EU802833"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1042"	"EU802842"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1043"	"EU802852"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	"uncultured bacterium"
"1044"	"EU802859"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1045"	"EU802874"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1046"	"EU802894"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1047"	"EU802926"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1048"	"EU802936"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Idiomarinaceae"	"Idiomarina"	"uncultured bacterium"
"1049"	"EU802941"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1050"	"EU802943"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"1051"	"EU802960"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1052"	"EU802968"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1053"	"EU802971"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1054"	"EU802980"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1055"	"EU802983"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1056"	"EU802992"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1057"	"EU803003"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1058"	"EU803007"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1059"	"EU803046"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1060"	"EU803047"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured bacterium"	NA	NA	NA
"1061"	"EU803061"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Pseudospirillum"	"uncultured bacterium"
"1062"	"EU803068"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1063"	"EU803070"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1064"	"EU803092"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1065"	"EU803124"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1066"	"EU803160"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1067"	"EU803166"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"1068"	"EU803175"	"Bacteria"	"Cyanobacteria"	"ML635J-21"	"uncultured bacterium"	NA	NA	NA
"1069"	"EU803182"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1070"	"EU803186"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1071"	"EU803203"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1072"	"EU804132"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1073"	"EU804200"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured bacterium"	NA	NA
"1074"	"EU804345"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1075"	"EU804538"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1076"	"EU804944"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1077"	"EU804971"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured bacterium"
"1078"	"EU805102"	"Bacteria"	"Cyanobacteria"	"ML635J-21"	"uncultured bacterium"	NA	NA	NA
"1079"	"EU805193"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Rhodopirellula"	"uncultured bacterium"
"1080"	"EU805212"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1081"	"EU805297"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1082"	"FJ675118"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"uncultured bacterium"
"1083"	"FJ744785"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured Rhodobacteraceae bacterium"
"1084"	"FJ744794"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured gamma proteobacterium"
"1085"	"FJ744817"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"Candidatus Pelagibacter"	"uncultured bacterium"
"1086"	"FJ744840"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured Marinovum sp."
"1087"	"FJ744869"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1088"	"FJ744908"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1089"	"FJ744952"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A clade"	"uncultured gamma proteobacterium"	NA	NA
"1090"	"FJ745057"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured bacterium"
"1091"	"FJ745081"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1092"	"FJ745143"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Pseudospirillum"	"uncultured gamma proteobacterium"
"1093"	"FJ745172"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"Puniceicoccales"	"Puniceicoccaceae"	"marine group"	"uncultured bacterium"
"1094"	"FJ745185"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"Owenweeksia"	"uncultured Flavobacterium sp."
"1095"	"FJ745226"	"Bacteria"	"Proteobacteria"	"Elev-16S-509"	"uncultured bacterium"	NA	NA	NA
"1096"	"FJ745233"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured alpha proteobacterium"
"1097"	"FJ745245"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1098"	"FJ745251"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured alpha proteobacterium"	NA
"1099"	"EU919814"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured bacterium"	NA
"1100"	"EU919854"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"OCS116 clade"	"uncultured bacterium"	NA	NA
"1101"	"FJ381980"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Microcystis"	"uncultured bacterium"
"1102"	"FJ382019"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1103"	"FJ825917"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"JL-ETNP-Y6"	"uncultured marine bacterium"	NA
"1104"	"FJ825981"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1105"	"FJ825984"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured marine bacterium"	NA	NA
"1106"	"FJ826265"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured marine bacterium"	NA	NA	NA
"1107"	"FJ826312"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1108"	"FJ403058"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182 clade"	"uncultured gamma proteobacterium"	NA
"1109"	"FJ744812"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"uncultured"	"uncultured gamma proteobacterium"
"1110"	"FJ744819"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1111"	"FJ744895"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1112"	"FJ744956"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacterium sp."
"1113"	"FJ744974"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"E01-9C-26 marine group"	"uncultured gamma proteobacterium"	NA	NA
"1114"	"FJ745074"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured Pelagibaca sp."
"1115"	"FJ745163"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1116"	"FJ745176"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"Owenweeksia"	"uncultured Flavobacterium sp."
"1117"	"FJ745191"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured cyanobacterium"	NA	NA	NA
"1118"	"FJ745198"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1119"	"FJ745211"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bacteriovoracaceae"	"uncultured delta proteobacterium"	NA
"1120"	"FJ745219"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Litoricolaceae"	"Litoricola"	"uncultured gamma proteobacterium"
"1121"	"FJ745228"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured alpha proteobacterium"
"1122"	"FJ745265"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1123"	"FJ202880"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ruegeria"	"uncultured bacterium"
"1124"	"FJ203307"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured bacterium"	NA
"1125"	"FJ952830"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Shimia"	"Rhodobacteraceae bacterium 1tc1"
"1126"	"FJ825806"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured marine bacterium"
"1127"	"FJ825835"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Loktanella"	"uncultured marine bacterium"
"1128"	"FJ826453"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1129"	"FJ826490"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured marine bacterium"	NA
"1130"	"FJ529362"	"Bacteria"	"Proteobacteria"	"SC3-20"	"uncultured gamma proteobacterium"	NA	NA	NA
"1131"	"FJ545511"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured bacterium"	NA
"1132"	"FJ545527"	"Bacteria"	"Proteobacteria"	"SPOTSOCT00m83"	"uncultured bacterium"	NA	NA	NA
"1133"	"FJ545540"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	"uncultured bacterium"
"1134"	"FJ545633"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 2"	"uncultured bacterium"	NA
"1135"	"FJ937869"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"PeM15"	"uncultured bacterium"	NA	NA
"1136"	"FJ615107"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured alpha proteobacterium"	NA	NA
"1137"	"FJ615186"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured delta proteobacterium"	NA	NA
"1138"	"FJ999605"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1139"	"FJ999610"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured marine bacterium"
"1140"	"FJ999611"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhodobiaceae"	"Anderseniella"	"uncultured alpha proteobacterium"
"1141"	"FJ999615"	"Bacteria"	"Actinobacteria"	"Actinobacteria"	"PeM15"	"uncultured Actinomycetales bacterium"	NA	NA
"1142"	"FM994666"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1143"	"FJ497472"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1144"	"FJ497495"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured gamma proteobacterium"
"1145"	"FJ497517"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Methylophaga"	"uncultured gamma proteobacterium"
"1146"	"FM242420"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182 clade"	"uncultured gamma proteobacterium"	NA
"1147"	"FJ529346"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured actinobacterium"	NA
"1148"	"FJ529360"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured alpha proteobacterium"
"1149"	"FJ744835"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured bacterium"	NA	NA
"1150"	"FJ744843"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"Planctomyces"	"uncultured bacterium"
"1151"	"FN433363"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacteriia bacterium"
"1152"	"FJ745032"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"uncultured bacterium"	NA
"1153"	"FJ745102"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacterium sp."
"1154"	"FN435231"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured bacterium"	NA	NA
"1155"	"FJ745131"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacterium sp."
"1156"	"FJ745149"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1157"	"FJ745179"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Gemmobacter"	"uncultured alpha proteobacterium"
"1158"	"FJ745206"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured gamma proteobacterium"
"1159"	"FJ615137"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured alpha proteobacterium"	NA	NA
"1160"	"FJ820465"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1161"	"FJ825935"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Psychrobacter"	"uncultured marine bacterium"
"1162"	"FJ825976"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Sufflavibacter"	"uncultured marine bacterium"
"1163"	"FJ825982"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"DB1-14"	"uncultured marine bacterium"	NA	NA
"1164"	"FJ826052"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured marine bacterium"
"1165"	"FJ826142"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1166"	"FJ826248"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured marine bacterium"
"1167"	"FN553456"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"0319-6G20"	"uncultured sediment bacterium"	NA
